code,date,open,high,low,close,volume,amount,turn
sz.300747,2018-06-25,10.3589882500,12.4316920000,10.3589882500,12.4316920000,21742,1180845.9600,0.067944
sz.300747,2018-06-26,13.6753142500,13.6753142500,13.6753142500,13.6753142500,8900,537293.0000,0.027813
sz.300747,2018-06-27,15.0435252500,15.0435252500,15.0435252500,15.0435252500,21849,1450992.0900,0.068278
sz.300747,2018-06-28,16.5476512500,16.5476512500,16.5476512500,16.5476512500,31874,2328395.7000,0.099606
sz.300747,2018-06-29,18.2035490000,18.2035490000,18.2035490000,18.2035490000,90858,7301348.8800,0.283931
sz.300747,2018-07-02,20.0248100000,20.0248100000,20.0248100000,20.0248100000,51006,4508930.4000,0.159394
sz.300747,2018-07-03,22.0272910000,22.0272910000,22.0272910000,22.0272910000,58546,5693013.0400,0.182956
sz.300747,2018-07-04,24.2291140000,24.2291140000,24.2291140000,24.2291140000,144480,15453580.8000,0.451500
sz.300747,2018-07-05,26.6529315000,26.6529315000,26.6529315000,26.6529315000,249384,29342521.4400,0.779325
sz.300747,2018-07-06,29.3191307500,29.3191307500,29.3191307500,29.3191307500,433775,56143498.2500,1.355547
sz.300747,2018-07-09,32.2503642500,32.2503642500,32.2503642500,32.2503642500,269085,38309631.4500,0.840891
sz.300747,2018-07-10,35.4760802500,35.4760802500,35.4760802500,35.4760802500,175637,27506510.5700,0.548866
sz.300747,2018-07-11,39.0234617500,39.0234617500,39.0234617500,39.0234617500,4055377,698619795.7900,12.673053
sz.300747,2018-07-12,42.9264875000,42.9264875000,41.3430777500,42.9264875000,19952793,3737550437.9000,62.352478
sz.300747,2018-07-13,46.0978375000,47.2191362500,45.5315250000,47.2191362500,5361775,1097622085.3300,16.755547
sz.300747,2018-07-16,47.8873850000,49.8355000000,46.4398902500,48.2498250000,11861084,2510283258.4100,37.065888
sz.300747,2018-07-17,47.5475975000,49.6089750000,46.9133275000,49.1106200000,9116179,1940922633.2700,28.488059
sz.300747,2018-07-18,49.1332725000,49.1332725000,45.6017477500,46.4330945000,9946766,2067799892.1900,31.083644
sz.300747,2018-07-19,46.4602775000,47.5702500000,44.7998492500,46.8385742500,8220389,1682747056.4200,25.688716
sz.300747,2018-07-20,46.4489512500,47.5679847500,45.4363845000,47.5249450000,6809913,1405176383.0100,21.280978
sz.300747,2018-07-23,47.0560382500,47.9372205000,46.0638587500,47.1104042500,6270310,1304047930.8800,19.594719
sz.300747,2018-07-24,46.8136565000,50.9681250000,46.4444207500,48.9294000000,9663591,2062174535.5700,30.198722
sz.300747,2018-07-25,48.4763500000,49.3484712500,44.0364600000,44.0364600000,10220280,2113083870.9300,31.938375
sz.300747,2018-07-26,44.6073030000,45.0512920000,43.4928000000,43.4928000000,6317823,1235499607.5400,19.743197
sz.300747,2018-07-27,43.2662750000,43.9073407500,41.9818782500,42.4734375000,5412883,1023317439.1700,16.915259
sz.300747,2018-07-30,42.4960900000,43.3772722500,42.1834855000,43.2708055000,3550157,670115460.9900,11.094241
sz.300747,2018-07-31,42.9015697500,43.0170975000,40.3214500000,41.1392052500,5284913,969386839.8700,16.515353
sz.300747,2018-08-01,41.3929132500,42.0158570000,40.7971525000,41.0939002500,3307405,604986026.6500,10.335641
sz.300747,2018-08-02,40.3191847500,42.2469125000,39.6532012500,41.2003670000,4680795,851814525.4400,14.627484
