code,date,open,high,low,close,volume,amount,turn
sh.600854,2007-01-04,3.4716479400,3.5469140200,3.4340149000,3.4716479400,6790475,25159456.0000,2.575450
sh.600854,2007-01-05,3.4716479400,3.5751388000,3.4434231600,3.5469140200,5989780,22413282.0000,2.271767
sh.600854,2007-01-08,3.5469140200,3.6598131400,3.5469140200,3.6504048800,10179216,39122547.0000,3.860711
sh.600854,2007-01-09,3.6598131400,3.7256709600,3.6315883600,3.7068544400,11938735,46765301.0000,4.528051
sh.600854,2007-01-10,3.7256709600,3.8103453000,3.6315883600,3.8009370400,13273341,52443270.0000,5.034232
sh.600854,2007-01-11,3.8009370400,3.9891022400,3.7727122600,3.8479783400,17173413,70806091.0000,6.513428
sh.600854,2007-01-12,3.8197535600,3.8950196400,3.6221801000,3.6504048800,10754825,42942803.0000,4.079025
sh.600854,2007-01-15,3.6692214000,3.9891022400,3.6504048800,3.9796939800,14679928,59505874.0000,5.567714
sh.600854,2007-01-16,4.0549600600,4.0925931000,3.8856113800,3.9891022400,23363139,99135004.0000,8.861029
sh.600854,2007-01-17,3.9985105000,4.0455518000,3.8385700800,3.8950196400,12225783,51284559.0000,4.636921
sh.600854,2007-01-18,3.9044279000,4.0455518000,3.8573866000,4.0267352800,10907267,45818191.0000,4.136842
sh.600854,2007-01-19,4.0267352800,4.1678591800,4.0079187600,4.1490426600,16547224,71754507.0000,6.275930
sh.600854,2007-01-22,4.2619417800,4.2713500400,4.1490426600,4.2619417800,15885349,71068235.0000,6.024898
sh.600854,2007-01-23,4.2713500400,4.5441895800,4.1866757000,4.4595152400,21166872,98774679.0000,8.028042
sh.600854,2007-01-24,4.4312904600,4.5065565400,4.3748409000,4.4218822000,11436452,53869845.0000,4.337548
sh.600854,2007-01-25,4.4124739400,4.4124739400,4.1302261400,4.1490426600,13112509,59056035.0000,4.973233
sh.600854,2007-01-26,4.1114096200,4.2149004800,3.8667948600,4.0925931000,11977662,51262044.0000,4.542815
sh.600854,2007-01-29,3.8009370400,4.0173270200,3.7633040000,4.0079187600,44111852,182952640.0000,16.730475
sh.600854,2007-01-30,3.9420609400,3.9985105000,3.8667948600,3.9420609400,25669472,107394286.0000,9.735761
sh.600854,2007-01-31,3.9420609400,4.1114096200,3.9138361600,3.9796939800,31190808,132828063.0000,11.829860
sh.600854,2007-02-01,3.9514692000,4.0173270200,3.7915287800,3.9420609400,16732261,69757014.0000,6.346110
sh.600854,2007-02-02,3.9608774600,4.1208178800,3.9608774600,4.0173270200,25885321,111527162.0000,9.817627
sh.600854,2007-02-05,4.0267352800,4.0549600600,3.8573866000,3.9514692000,9771770,41016517.0000,3.706177
sh.600854,2007-02-06,3.9420609400,4.0831848400,3.9326526800,4.0831848400,11914043,50679445.0000,4.518686
sh.600854,2007-02-07,4.1020013600,4.1678591800,4.0549600600,4.1396344000,16047265,70168005.0000,6.086309
sh.600854,2007-02-08,4.1208178800,4.1396344000,4.0549600600,4.1020013600,10820586,47012804.0000,4.103966
sh.600854,2007-02-09,4.1020013600,4.1208178800,3.9514692000,4.0267352800,11869452,50873365.0000,4.501773
sh.600854,2007-02-12,4.0267352800,4.1208178800,3.9514692000,4.0925931000,11090175,47799090.0000,4.206214
sh.600854,2007-02-13,4.1020013600,4.2337170000,4.0455518000,4.1960839600,17575959,77322288.0000,6.666103
sh.600854,2007-02-14,4.2054922200,4.3089830800,4.1584509200,4.2713500400,15209578,68543267.0000,5.768596
sh.600854,2007-02-15,4.3842491600,4.5441895800,4.3654326400,4.4501069800,22278671,104771608.0000,8.449719
sh.600854,2007-02-16,4.4501069800,4.7511713000,4.3842491600,4.6194556600,23468160,114003133.0000,8.900861
sh.600854,2007-02-26,4.6382721800,4.9581530200,4.5347813200,4.9017034600,19111728,97216665.0000,7.248580
sh.600854,2007-02-27,4.9017034600,5.0051943200,4.4124739400,4.4124739400,23471889,117172019.0000,8.902275
sh.600854,2007-02-28,4.3183913400,4.6759052200,4.2807583000,4.6194556600,19053080,91133716.0000,7.226336
sh.600854,2007-03-01,4.6006391400,4.7605795600,4.4312904600,4.7041300000,18022375,88360026.0000,6.835417
sh.600854,2007-03-02,4.7511713000,4.9769695400,4.7511713000,4.8828869400,21924906,113976595.0000,8.315545
sh.600854,2007-03-05,4.8358456400,4.8734786800,4.5441895800,4.7041300000,18945190,94828024.0000,7.185416
