code,date,open,high,low,close,volume,amount,turn
sz.000796,2007-01-04,3.5187777500,3.8557874500,3.5187777500,3.8557874500,15737390,59698148.4400,8.314502
sz.000796,2007-01-05,4.0044682000,4.2126212500,3.9449959000,4.2126212500,14605544,60589626.8700,7.716517
sz.000796,2007-01-08,4.1729730500,4.3414779000,4.0738525500,4.2621815000,7779642,32918506.4800,4.110202
sz.000796,2007-01-09,4.2126212500,4.6091032500,4.1630610000,4.4108622500,8539430,37941588.3300,4.511619
sz.000796,2007-01-10,4.4108622500,4.6388394000,4.3414779000,4.4901586500,8575399,38847541.9700,4.530623
sz.000796,2007-01-11,4.4108622500,4.5595430000,4.2522694500,4.3216538000,9887563,44302001.3300,5.223875
sz.000796,2007-01-12,4.1630610000,4.2919176500,3.9449959000,4.1828851000,14825297,61587948.5200,7.832618
sz.000796,2007-01-15,4.1432369000,4.3117417500,4.0738525500,4.3018297000,7736278,32957413.6400,4.087292
sz.000796,2007-01-16,4.3018297000,4.4009502000,4.1432369000,4.2324453500,8884252,38202913.6600,4.693798
sz.000796,2007-01-17,4.2522694500,4.6586635000,4.1432369000,4.6586635000,19089518,86978274.2200,10.085525
sz.000796,2007-01-18,4.6388394000,4.7181358000,4.4604225000,4.6685755500,8912458,41318581.4700,4.708700
sz.000796,2007-01-19,4.7379599000,4.9857611500,4.6091032500,4.8469924500,9136009,44321500.7000,4.826809
sz.000796,2007-01-22,4.9163768000,4.9362009000,4.7676960500,4.9262888500,6211060,30537973.3600,3.281476
sz.000796,2007-01-23,4.9262888500,5.0947937000,4.7181358000,5.0551455000,8835355,43353605.9100,4.667965
sz.000796,2007-01-24,5.0551455000,5.1047057500,4.8569045000,5.0452334500,5656706,28551526.5600,2.988596
sz.000796,2007-01-25,5.0254093500,5.0254093500,4.6388394000,4.6883996500,7847979,37779823.3200,4.146306
sz.000796,2007-01-26,4.5694550500,4.7181358000,4.3216538000,4.6091032500,5826292,26641335.8700,3.078193
sz.000796,2007-01-29,4.6190153000,4.7082237500,4.4802466000,4.6388394000,4332631,20089242.9600,2.289050
sz.000796,2007-01-30,4.6190153000,4.9064647500,4.5991912000,4.8073442500,6737284,32773050.8800,3.559495
sz.000796,2007-01-31,4.7875201500,4.7875201500,4.3315658500,4.3613020000,5253513,24147142.1700,2.775578
sz.000796,2007-02-01,4.3315658500,4.4901586500,4.1630610000,4.3513899500,3826475,16440143.6900,2.021634
sz.000796,2007-02-02,4.3613020000,4.5298068500,4.2621815000,4.3117417500,3381255,15044204.0900,1.786411
sz.000796,2007-02-05,4.2621815000,4.4604225000,4.2126212500,4.2720935500,1799355,7820429.1400,0.950649
sz.000796,2007-02-06,4.3117417500,4.5298068500,4.2621815000,4.4604225000,4106369,18191956.8100,2.169509
sz.000796,2007-02-07,4.4901586500,4.8370804000,4.3811261000,4.8370804000,13467755,62646621.8500,7.115391
sz.000796,2007-02-08,4.9560250000,5.0848816500,4.8370804000,4.9857611500,20278857,101400221.8500,10.713886
sz.000796,2007-02-09,4.9560250000,4.9659370500,4.7577840000,4.8469924500,6290033,30888236.1800,3.323200
sz.000796,2007-02-12,4.8569045000,5.0749696000,4.8569045000,4.9857611500,4916619,24733980.1900,2.597587
sz.000796,2007-02-13,5.0551455000,5.0551455000,4.9163768000,4.9857611500,4032430,20195816.3400,2.130445
sz.000796,2007-02-14,4.9857611500,4.9857611500,4.8569045000,4.9262888500,5311616,26400038.5900,2.806275
sz.000796,2007-02-15,4.9262888500,5.2236503500,4.9163768000,5.0749696000,8121492,41336126.3900,4.290811
sz.000796,2007-02-16,5.0749696000,5.5210118500,4.9659370500,5.2831226500,10545937,55643567.1400,5.571713
sz.000796,2007-02-26,5.3326829000,5.8084613000,5.3326829000,5.8084613000,10514400,60845129.1300,5.555051
sz.000796,2007-02-27,6.0166143500,6.3932722500,5.2632985500,5.4714516000,20994355,127905185.4400,11.091904
sz.000796,2007-02-28,5.6498685000,6.0166143500,5.6399564500,6.0166143500,13990783,82502918.9100,7.391721
