code,date,open,high,low,close,volume,amount,turn
sh.600536,2007-01-04,4.5624868600,4.5955750000,4.3492521800,4.3896932400,1518216,18336868.0000,2.111566
sh.600536,2007-01-05,4.3823403200,4.4117520000,4.2646936000,4.3933697000,1014470,11946953.0000,1.410946
sh.600536,2007-01-08,4.4301343000,4.5955750000,4.3749874000,4.5330751800,2543650,31069260.0000,3.537761
sh.600536,2007-01-09,4.5992514600,4.8271919800,4.5992514600,4.7095452600,3159642,40649793.0000,4.394495
sh.600536,2007-01-10,4.7058688000,5.0367502000,4.6507219000,4.9779268400,2817259,37046741.0000,3.918302
sh.600536,2007-01-11,4.9779268400,5.1066029400,4.8455742800,4.9007211800,2491812,33545000.0000,3.465663
sh.600536,2007-01-12,4.8345449000,4.9558680800,4.6764571200,4.6801335800,1709739,22331699.0000,2.377940
sh.600536,2007-01-15,4.7132217200,5.1470440000,4.7095452600,5.1470440000,3833338,52906984.0000,5.331485
sh.600536,2007-01-16,5.2646907200,5.4705724800,5.1433675400,5.3639551400,3150265,45300046.0000,4.381453
sh.600536,2007-01-17,5.3639551400,5.4154255800,4.8455742800,5.0771912600,2871931,40371749.0000,3.994341
sh.600536,2007-01-18,5.0551325000,5.5845427400,4.9705739200,5.5110135400,2819034,40669256.0000,3.920771
sh.600536,2007-01-19,5.5073370800,6.0477767000,5.4411608000,5.8051303400,3654311,58220117.0000,5.082491
sh.600536,2007-01-22,5.8455714000,6.2426290800,5.8418949400,6.1654234200,3000026,49505074.0000,4.172498
sh.600536,2007-01-23,6.1654234200,6.1654234200,5.7536599000,6.0404237800,2012653,32765606.0000,2.799239
sh.600536,2007-01-24,6.0110121000,6.0661590000,5.7720422000,5.9632181200,2279893,36505508.0000,3.170922
sh.600536,2007-01-25,5.9558652000,6.1507175800,5.6066015000,5.8161597200,1959842,31397269.0000,2.725789
sh.600536,2007-01-26,5.7720422000,5.9191006000,5.5992485800,5.6764542400,2718460,42602595.0000,3.780890
sh.600536,2007-01-29,5.8088068000,6.0661590000,5.8088068000,6.0624825400,2853074,46338906.0000,3.968114
sh.600536,2007-01-30,6.0698354600,6.4117462400,5.9926298000,6.0624825400,2067057,34893820.0000,2.874905
sh.600536,2007-01-31,5.9852768800,6.0293944000,5.4595431000,5.4705724800,1999877,31076996.0000,2.781470
sh.600536,2007-02-01,5.4338078800,5.5588075200,5.1801321400,5.3124847000,2161871,31376590.0000,3.006775
sh.600536,2007-02-02,5.4264549600,5.4963077000,5.2132202800,5.2830730200,1053466,15340194.0000,1.465182
sh.600536,2007-02-05,5.2573378000,5.4043962000,5.2573378000,5.3492493000,661915,9599587.0000,0.920605
sh.600536,2007-02-06,5.4742489400,5.5441016800,5.3676316000,5.5146900000,651934,9692157.0000,0.906723
sh.600536,2007-02-07,5.6985130000,5.7168953000,5.5183664600,5.6727777800,1099001,16755377.0000,1.528513
sh.600536,2007-02-08,5.6801307000,5.7610128200,5.5551310600,5.6801307000,1116120,17235106.0000,1.552323
sh.600536,2007-02-09,5.6838071600,5.6874836200,5.5183664600,5.5661604400,1096656,16658476.0000,1.525252
sh.600536,2007-02-12,5.5183664600,5.6286602600,5.5183664600,5.5992485800,1568538,23784744.0000,2.181555
sh.600536,2007-02-13,5.6543954800,5.6543954800,5.4227785000,5.6029250400,3483757,51989832.0000,4.845281
sh.600536,2007-02-14,5.5477781400,5.8566007800,5.5220429200,5.8124832600,2820164,43994099.0000,3.922342
sh.600536,2007-02-15,5.8823360000,6.1654234200,5.7646892800,5.9889533400,1971561,32153966.0000,2.742088
sh.600536,2007-02-16,5.9926298000,6.2389526200,5.8933653800,6.0257179400,2408671,39928925.0000,3.350029
sh.600536,2007-02-26,6.0257179400,6.2352761600,5.9043947600,6.1911586400,1930530,31997246.0000,2.685021
sh.600536,2007-02-27,6.3602758000,6.3602758000,5.5735133600,5.5735133600,2507369,40053208.0000,3.487300
sh.600536,2007-02-28,5.5073370800,5.7279246800,5.4411608000,5.6727777800,1642408,24980107.0000,2.284295
sh.600536,2007-03-01,5.6617484000,5.6617484000,5.3602786800,5.4521901800,1813319,27115461.0000,2.522001
sh.600536,2007-03-02,5.5882192000,5.7279246800,5.5882192000,5.6948365400,1599588,24568301.0000,2.224740
sh.600536,2007-03-05,5.7242482200,5.8823360000,5.5330723000,5.7793951200,2007547,31350581.0000,2.792138
sh.600536,2007-03-06,5.7352776000,6.0551296200,5.6249838000,5.9705710400,2585660,41626704.0000,3.596189
sh.600536,2007-03-07,5.9521887400,6.0661590000,5.8676301600,6.0110121000,1631459,26563879.0000,2.269067
sh.600536,2007-03-08,6.0220414800,6.1213059000,5.8896889200,6.0808648400,1689118,27573295.0000,2.349260
sh.600536,2007-03-09,6.0661590000,6.1764528000,5.9558652000,6.0624825400,2291560,37964745.0000,3.187149
sh.600536,2007-03-12,6.0367473200,6.2058644800,5.9485122800,6.0588060800,1261426,20752426.0000,1.754417
sh.600536,2007-03-13,6.1029236000,6.1029236000,5.9558652000,6.0330708600,1084443,17747934.0000,1.508266
sh.600536,2007-03-14,6.0110121000,6.6360103000,5.8896889200,6.6360103000,5582460,97156326.0000,7.764200
sh.600536,2007-03-15,6.5257165000,6.9043918800,6.4705696000,6.6433632200,4332892,79602940.0000,6.026275
sh.600536,2007-03-16,6.6507161400,6.7830687000,6.4705696000,6.7389511800,2810691,50362960.0000,3.909167
sh.600536,2007-03-19,6.4742460600,7.1985086800,6.4742460600,6.8639508200,2038065,38116371.0000,2.834583
sh.600536,2007-03-20,6.8933625000,7.2058616000,6.7646864000,6.8676272800,1483189,28028394.0000,2.062850
sh.600536,2007-03-21,6.9043918800,6.9779210800,6.6176280000,6.7573334800,1340940,24657535.0000,1.865007
sh.600536,2007-03-22,6.7573334800,6.8896860400,6.6433632200,6.8014510000,1577947,29070456.0000,2.194641
sh.600536,2007-03-23,6.8933625000,6.8933625000,6.5440988000,6.7536570200,1315486,23899852.0000,1.829605
sh.600536,2007-03-26,6.7646864000,6.9007154200,6.5440988000,6.8014510000,1659977,30364152.0000,2.308730
sh.600536,2007-03-27,6.8051274600,6.9815975400,6.7279218000,6.8860095800,2490820,46462253.0000,3.464284
sh.600536,2007-03-28,6.9411564800,7.1213030200,6.5440988000,6.9154212600,2841383,53196435.0000,3.951854
sh.600536,2007-03-29,6.9485094000,7.2867437200,6.7315982600,6.9485094000,2288017,43420687.0000,3.182221
sh.600536,2007-03-30,6.8198333000,6.9815975400,6.6102750800,6.6838042800,1820497,33513975.0000,2.531985
sh.600536,2007-04-02,6.6176280000,6.7499805600,6.4264520800,6.6470396800,1928483,34359631.0000,2.682174
sh.600536,2007-04-03,6.6543926000,6.7977745400,6.4705696000,6.7205688800,1318560,23589197.0000,1.833880
sh.600536,2007-04-04,6.6838042800,6.6838042800,6.5257165000,6.6139515400,1405343,25171520.0000,1.954580
sh.600536,2007-04-05,6.5735104800,6.8565979000,6.5514517200,6.6911572000,1010715,18435819.0000,1.405723
sh.600536,2007-04-06,6.6911572000,7.0588032000,6.6213044600,6.9338035600,2022106,37898195.0000,2.812387
sh.600536,2007-04-09,6.9411564800,7.0588032000,6.8235097600,6.9705681600,3118899,58741090.0000,4.337829
