code,date,open,high,low,close,volume,amount,turn
sz.002464,2010-08-31,6.4511930000,9.5451325000,6.4511930000,8.4787108000,24192259,690916363.2400,86.400925
sz.002464,2010-09-01,7.7151002000,9.3265818800,7.7151002000,9.3265818800,20501079,679863947.8100,73.218139
sz.002464,2010-09-02,9.4793040000,10.2587134400,9.1106644000,10.2587134400,13373818,499312227.7400,47.763636
sz.002464,2010-09-03,10.6747495600,11.2698392000,10.3219088000,10.6905484000,13773439,565143434.4400,49.190854
sz.002464,2010-09-06,9.8742750000,10.2692460000,9.6214935600,9.6214935600,9113223,340511499.3000,32.547225
sz.002464,2010-09-07,9.3213156000,10.5825896600,9.3213156000,10.5825896600,12220250,480013875.3200,43.643750
sz.002464,2010-09-08,10.4798972000,11.2119101200,10.0559616600,10.2481808800,11526694,465244995.0400,41.166764
sz.002464,2010-09-09,9.8479436000,10.2139500600,9.4793040000,9.8795412800,6750379,251396100.9500,24.108496
sz.002464,2010-09-10,9.6636238000,9.8742750000,8.9000132000,9.0290370600,7442044,259527634.0200,26.578729
sz.002464,2010-09-13,8.9000132000,9.1369958000,8.2943910000,8.9263446000,5381247,178259510.0400,19.218739
sz.002464,2010-09-14,8.8210190000,9.5082685400,8.7420248000,9.2133568600,5922113,208549001.8600,21.150404
sz.002464,2010-09-15,8.9526760000,9.2107237200,8.6393323400,8.7683562000,4518814,151200359.9000,16.138621
sz.002464,2010-09-16,8.7156934000,8.9263446000,8.3233555400,8.4128823000,3303524,106994306.5300,11.798300
sz.002464,2010-09-17,8.4128823000,8.5313736000,7.9257514000,7.9468165200,3936752,121969691.5000,14.059829
sz.002464,2010-09-20,7.9204851200,7.9915799000,7.5149815600,7.6914019400,3687935,108188893.8200,13.171196
sz.002464,2010-09-21,7.6413722800,7.7361653200,7.3991234000,7.4965495800,2315576,66421932.4000,8.269914
sz.002464,2010-09-27,7.5702775000,7.7940944000,7.5176147000,7.7256327600,2578938,75177835.4600,9.210493
sz.002464,2010-09-28,7.7151002000,7.7177333400,7.2937978000,7.3543600200,3051205,86671519.7000,10.897161
sz.002464,2010-09-29,7.3727920000,7.6887688000,7.1015785800,7.5070821400,3515767,99324755.0000,12.556311
sz.002464,2010-09-30,7.4596856200,8.0337101400,7.3280286200,7.9942130400,4478453,132893859.6900,15.994475
sz.002464,2010-10-08,8.0310770000,8.2680596000,7.8230589400,8.0784735200,3462906,105843617.1600,12.367521
sz.002464,2010-10-11,7.9046862800,8.0468758400,7.8256920800,7.9441833800,3081561,92471865.6900,11.005575
sz.002464,2010-10-12,7.9915799000,8.1864322600,7.8467572000,7.8994200000,2580999,78510208.3800,9.217854
sz.002464,2010-10-13,7.8335915000,7.8967868600,7.5307804000,7.6835025200,3073148,89246382.6200,10.975529
sz.002464,2010-10-14,7.7308990400,7.8204258000,7.4465199200,7.4517862000,2372520,68584957.4800,8.473286
sz.002464,2010-10-15,7.3464606000,7.5939757600,7.2937978000,7.3201292000,2244461,63442930.5800,8.015932
sz.002464,2010-10-18,7.1884722000,7.4860170200,6.8751285400,7.4359873600,2726297,73780426.4600,9.736775
sz.002464,2010-10-19,7.3622594400,7.8072601000,7.2411350000,7.5887094800,3464149,99644581.7300,12.371961
sz.002464,2010-10-20,7.4570524800,7.5781769200,7.3464606000,7.4860170200,2280171,64664815.0100,8.143468
sz.002464,2010-10-21,7.5097152800,7.5439461000,7.2937978000,7.4991827200,1922757,54449196.0900,6.866989
sz.002464,2010-10-22,7.4649519000,7.6887688000,7.3938571200,7.6413722800,2098665,60614434.3700,7.495232
sz.002464,2010-10-25,7.6571711200,7.7598635800,7.6071414600,7.6993013600,2559922,74844442.5000,9.142579
sz.002464,2010-10-26,7.7466978800,7.7809287000,7.4544193400,7.4912833000,2526121,72592244.2900,9.021861
sz.002464,2010-10-27,7.4781176000,7.9784142000,7.3991234000,7.8520234800,4252277,126041618.0700,15.186704
sz.002464,2010-10-28,7.7809287000,8.0784735200,7.7730292800,8.0047456000,3649065,110029862.4200,13.032375
sz.002464,2010-10-29,8.0679409600,8.6340660600,7.8520234800,8.4523794000,4698171,146123012.4900,16.779182
sz.002464,2010-11-01,8.3760183400,8.5919358200,8.2417282000,8.3891840400,3945588,125690994.6500,14.091386
sz.002464,2010-11-02,8.3891840400,8.4787108000,8.1100712000,8.1100712000,3381276,106964392.4600,12.075986
sz.002464,2010-11-03,8.0047456000,8.1074380600,7.7493310200,7.7493310200,2276323,68296987.2100,8.129725
