code,date,open,high,low,close,volume,amount,turn
sh.600345,2007-01-04,6.0383864200,6.0908181400,5.8548754000,5.9772160800,2292515,15676672.0000,3.032427
sh.600345,2007-01-05,5.9422616000,6.2481133000,5.8985685000,6.1956815800,1896742,13175368.0000,2.508918
sh.600345,2007-01-08,6.1694657200,6.4141470800,6.1607271000,6.4141470800,2506239,18106927.0000,3.315131
sh.600345,2007-01-09,6.4141470800,6.5364877600,6.3617153600,6.4927946600,2963078,21818632.0000,3.919415
sh.600345,2007-01-10,6.4753174200,6.6588284400,6.3879312200,6.6151353400,3326872,24891975.0000,4.400624
sh.600345,2007-01-11,6.6151353400,6.8772939400,6.5452263800,6.6850443000,5003012,38542593.0000,6.617741
sh.600345,2007-01-12,6.6588284400,6.7549532600,6.2743291600,6.2830677800,2794100,20743470.0000,3.695899
sh.600345,2007-01-15,6.2568519200,6.6151353400,6.1956815800,6.5976581000,3040550,22458477.0000,4.021892
sh.600345,2007-01-16,6.6413512000,6.8073849800,6.5364877600,6.6500898200,3513702,26756235.0000,4.647754
sh.600345,2007-01-17,6.6500898200,7.1481911600,6.5190105200,7.0083732400,9484745,73972097.0000,12.545959
sh.600345,2007-01-18,6.9035098000,7.0608049600,6.6675670600,6.9734187600,5369725,42451514.0000,7.102811
sh.600345,2007-01-19,6.9908960000,7.2530546000,6.9559415200,7.1307139200,5672367,46034924.0000,7.503131
sh.600345,2007-01-22,7.1918842600,7.4278270000,7.1656684000,7.4190883800,7517182,62857541.0000,9.943362
sh.600345,2007-01-23,7.4278270000,7.4715201000,6.9209870400,7.1744070200,6497563,53229762.0000,8.594660
sh.600345,2007-01-24,7.2093615000,7.6637697400,7.0608049600,7.4802587200,8180545,69675560.0000,10.820827
sh.600345,2007-01-25,7.4977359600,7.4977359600,6.9996346200,7.0171118600,5351009,44318323.0000,7.078054
sh.600345,2007-01-26,6.9646801400,7.0782822000,6.6675670600,6.9646801400,3922947,30901442.0000,5.189083
sh.600345,2007-01-29,6.9908960000,7.4278270000,6.9908960000,7.3666566600,5648379,47012522.0000,7.471401
sh.600345,2007-01-30,7.3841339000,7.5414290600,7.1831456400,7.3491794200,5933545,50049407.0000,7.848604
sh.600345,2007-01-31,7.4278270000,7.8210649000,7.1044980600,7.1744070200,9230384,79867399.0000,12.209503
sh.600345,2007-02-01,7.0433277200,7.4190883800,6.7811691200,7.3142249400,5880623,47540080.0000,7.778602
sh.600345,2007-02-02,7.2792704600,7.6550311200,7.2792704600,7.4278270000,8239066,70566918.0000,10.898235
sh.600345,2007-02-05,7.5763835400,8.0220531600,7.4540428600,7.8822352400,10887419,95990098.0000,14.401348
sh.600345,2007-02-06,7.8997124800,7.9434055800,7.6550311200,7.8734966200,6385872,56864130.0000,8.446921
sh.600345,2007-02-07,7.8909738600,8.0482690200,7.6899856000,8.0395304000,7009131,62814683.0000,9.271337
sh.600345,2007-02-08,8.0220531600,8.0395304000,7.7686331800,7.8210649000,4844874,43586053.0000,6.408563
sh.600345,2007-02-09,7.8385421400,7.8909738600,7.6113380200,7.6987242200,3447303,30513701.0000,4.559925
sh.600345,2007-02-12,7.6899856000,7.8385421400,7.6550311200,7.7948490400,3369587,29955704.0000,4.457126
sh.600345,2007-02-13,7.7861104200,8.1181779800,7.7424173200,8.0045759200,4668464,42643785.0000,6.175217
sh.600345,2007-02-14,7.9958373000,8.1094393600,7.9171897200,8.0307917800,4317339,39631088.0000,5.710766
sh.600345,2007-02-15,7.9958373000,8.2842117600,7.9696214400,8.2055641800,4691805,43768750.0000,6.206091
sh.600345,2007-02-16,8.2317800400,8.5988020800,8.1443938400,8.4065524400,5238416,50228536.0000,6.929122
sh.600345,2007-02-26,8.4764614000,8.8696993000,8.2579959000,8.8347448200,5403576,53314405.0000,7.147587
sh.600345,2007-02-27,8.8784379200,8.9483468800,7.9521442000,7.9521442000,8351625,80948844.0000,11.047123
sh.600345,2007-02-28,7.7948490400,8.4065524400,7.7948490400,8.3453821000,5289997,49776497.0000,6.997351
sh.600345,2007-03-01,8.3016890000,8.3016890000,7.6987242200,7.8909738600,4883191,44695352.0000,6.459247
sh.600345,2007-03-02,7.8997124800,8.1706097000,7.8997124800,8.0220531600,3282797,30229703.0000,4.342324
sh.600345,2007-03-05,8.0220531600,8.2055641800,7.6025994000,7.8560193800,3717408,33525504.0000,4.917206
sh.600345,2007-03-06,7.7861104200,7.9346669600,7.6637697400,7.8647580000,2524750,22584608.0000,3.339616
sh.600345,2007-03-07,7.8647580000,8.1007007400,7.8385421400,8.0657462600,3038396,27917828.0000,4.019042
sh.600345,2007-03-08,8.0657462600,8.1880869400,7.9958373000,8.1793483200,2996925,27782148.0000,3.964187
sh.600345,2007-03-09,8.1880869400,8.1880869400,7.9696214400,8.0307917800,3065708,28276414.0000,4.055169
sh.600345,2007-03-12,8.0307917800,8.3366434800,7.9958373000,8.3104276200,4311435,40424236.0000,5.702956
sh.600345,2007-03-13,8.3016890000,8.7298813800,8.2842117600,8.6861882800,7782001,75993570.0000,10.293652
sh.600345,2007-03-14,8.6075407000,8.8260062000,8.3890752000,8.7298813800,7812304,77009958.0000,10.333735
sh.600345,2007-03-15,8.7473586200,8.9396082600,8.6687110400,8.7036655200,5937548,59721134.0000,7.853899
sh.600345,2007-03-16,8.7211427600,8.7473586200,8.2667345200,8.3541207200,5028411,49072955.0000,6.651337
sh.600345,2007-03-19,8.1181779800,8.5026772600,8.0220531600,8.4240296800,3157037,30048816.0000,4.175975
sh.600345,2007-03-20,8.3803365800,8.6774496600,8.3715979600,8.5288931200,2966699,29070336.0000,3.924205
sh.600345,2007-03-21,8.5114158800,8.8522220600,8.5114158800,8.8260062000,4845814,48433197.0000,6.409807
sh.600345,2007-03-22,8.8434834400,8.9833013600,8.6512338000,8.7124041400,4965439,50355461.0000,6.568041
sh.600345,2007-03-23,8.7386200000,9.1056420400,8.7386200000,9.0881648000,6679338,68363881.0000,8.835103
sh.600345,2007-03-26,9.3415847800,9.9532881800,9.3415847800,9.5425730400,8405607,92653701.0000,11.118528
sh.600345,2007-03-27,9.5076185600,9.6998682000,9.4114937400,9.5862661400,4720088,51589803.0000,6.243503
sh.600345,2007-03-28,9.1318579000,9.3503234000,8.6599724200,9.1930282400,6883224,71414728.0000,9.104794
sh.600345,2007-03-29,9.1755510000,9.1842896200,8.6075407000,8.6512338000,5840068,59389455.0000,7.724958
sh.600345,2007-03-30,8.6337565600,8.8696993000,8.5813248400,8.7910517200,3070305,30760850.0000,4.061250
sh.600345,2007-04-02,8.7997903400,9.0532103200,8.7473586200,9.0532103200,3793230,38826816.0000,5.017500
sh.600345,2007-04-03,9.0881648000,9.1842896200,8.8260062000,8.9745627400,3058184,31452395.0000,4.045217
sh.600345,2007-04-04,8.9745627400,9.3503234000,8.9221310200,9.2541985800,5306893,55839630.0000,7.019700
sh.600345,2007-04-05,9.2804144400,9.3415847800,9.0969034200,9.3153689200,3246277,34351187.0000,4.294017
sh.600345,2007-04-06,9.2105054800,9.4377096000,9.1755510000,9.3852778800,3570983,38200803.0000,4.723522
sh.600345,2007-04-09,9.4202323600,9.6911295800,9.4114937400,9.5163571800,4734173,51694179.0000,6.262134
sh.600345,2007-04-10,9.5775275200,9.6561751000,9.1580737600,9.4464482200,3245135,34904654.0000,4.292507
sh.600345,2007-04-11,9.4464482200,9.7785157800,9.2629372000,9.7522999200,6320296,68890772.0000,8.360180
sh.600345,2007-04-12,9.6823909600,9.8746406000,9.6124820000,9.8396861200,4978903,55580493.0000,6.585851
sh.600345,2007-04-13,9.7610385400,9.9882426600,9.4814027000,9.5250958000,5049119,56405800.0000,6.678729
sh.600345,2007-04-16,9.4726640800,9.9008564600,9.4726640800,9.8222088800,4954134,55319272.0000,6.553087
sh.600345,2007-04-17,9.8571633600,10.3115716000,9.6124820000,10.2416626400,7479221,85033216.0000,9.893149
sh.600345,2007-04-18,10.1367992000,10.3115716000,9.9270723200,10.2329240200,5885815,68498343.0000,7.785470
sh.600345,2007-04-19,10.1979695400,10.1979695400,9.2105054800,9.3940165000,5642334,62872582.0000,7.463405
