date,sh.600843.csv,sh.600863.csv,sh.600867.csv,sh.600143.csv,sz.000796.csv,sh.600352.csv,sh.600016.csv,sh.600133.csv,sz.000776.csv,sz.300740.csv
2010-06-30,7.96795356,2.07653376,2.45328678,3.71071353,5.16417805,3.7004058,2.1940688,7.00340821,11.8058864,
2010-07-01,7.71028342,2.09198416,2.37738669,3.77000589,5.0749696,3.5580825,2.18681568,6.94789903,11.49540692,
2010-07-02,7.74992498,2.09816432,2.27455431,3.89847267,5.0749696,3.59061354,2.20494848,6.83688067,11.50307308,
2010-07-05,7.54180679,2.1785064,2.24517363,3.9034137,5.04523345,3.58248078,2.1940688,6.77211996,11.18492744,
2010-07-06,7.77965615,2.21249728,2.30638338,3.99235224,5.1740901,3.71260494,2.22670784,6.91089291,11.403413,
2010-07-07,7.83911849,2.22176752,2.35290279,4.02199842,5.2137383,3.7817334,2.22308128,7.10517504,11.70622632,
2010-07-08,7.88867044,2.20322704,2.33331567,4.08623181,5.36241905,3.77360064,2.24121408,6.91089291,11.45707612,
2010-07-09,8.2256237,2.2557584,2.3994222,4.18011138,5.4318034,3.87932652,2.3028656,7.13292963,11.73689096,
2010-07-12,8.24544448,2.26811872,2.43614805,4.2492858,5.50118775,3.85899462,2.33550464,7.34571482,11.80205332,
2010-07-13,8.39410033,2.28047904,2.44349322,4.23940374,5.4318034,3.7614015,2.31737184,7.07742045,11.4417438,
2010-07-14,8.53284579,2.24339808,2.41900932,4.35798846,5.48136365,3.79393254,2.33187808,7.1236781,11.56440236,
2010-07-15,8.2256237,2.16614608,2.33821245,4.45186803,5.32277085,3.63534372,2.31434544,6.98490515,11.0776012,
2010-07-16,8.37427955,2.163056,2.32352211,4.41728082,5.38224315,3.66787476,2.30557898,7.38272094,10.86294872,
2010-07-19,8.69141203,2.19086672,2.3994222,4.59021687,5.52101185,3.87932652,2.34064482,8.12284334,11.18492744,
2010-07-20,8.83015749,2.25266832,2.49246102,4.63468614,5.6895167,4.18023864,2.37132743,8.93697798,11.8442172,
2010-07-21,8.96890295,2.29901952,2.46797712,4.57539378,5.6895167,4.16397312,2.35817774,8.93697798,11.63723088,
2010-07-22,9.07791724,2.32992032,2.5463256,4.60503996,5.73907695,4.21683606,2.37571066,8.93697798,11.9208788,
2010-07-23,8.90944061,2.29283936,2.53653204,4.65445026,5.69942875,4.25343348,2.40639327,8.93697798,12.35401684,
2010-07-26,9.00854451,2.29283936,2.59039662,4.80762219,5.81837335,4.38762402,2.40639327,9.28853612,12.21219288,
2010-07-27,8.86979905,2.29283936,2.54877399,4.77797601,5.95714205,4.42015506,2.38009389,9.11275705,12.265856,
2010-07-28,9.09773802,2.32065008,2.60019018,4.78291704,5.99679025,4.50148266,2.42830942,9.32554224,12.64149784,
2010-07-29,9.44460167,2.34537072,2.57570628,4.78785807,5.99679025,4.50148266,2.44584234,9.25153,12.64149784,
2010-07-30,9.36531855,2.3021096,2.52918687,4.78785807,6.05626255,4.55027922,2.45022557,8.98323563,12.64149784,
2010-08-02,9.48424323,2.39790208,2.60998374,5.15349429,6.17520715,4.57061112,2.48529141,9.14976317,12.64149784,
2010-08-03,9.39504972,2.35464096,2.55122238,5.06455575,5.9868782,4.45675248,2.43269265,9.60308814,12.74882408,
2010-08-04,9.70227181,2.3484608,2.58060306,5.13373017,6.1058228,4.4526861,2.42830942,9.58458508,12.60700012,
2010-08-05,9.83110688,2.31756,2.66139993,5.09914296,6.1851192,4.4323542,2.37571066,9.36254836,12.35784992,
2010-08-06,9.91039,2.38245168,2.73974841,5.14855326,6.3635361,4.49741628,2.40639327,9.42730907,12.83315184,
2010-08-09,9.90047961,2.41335248,2.79606138,5.10902502,6.41309635,4.5340137,2.40639327,9.51057284,12.73349176,
2010-08-10,9.52388479,2.3021096,2.72505807,5.02008648,6.1256469,4.33476108,2.36256097,8.9739841,11.978375,
2010-08-11,9.60316791,2.30519968,2.72260968,5.14361223,6.31397585,4.34289384,2.39324358,9.01099022,12.00520656,
2010-08-12,9.5139744,2.24339808,2.73485163,5.06949678,6.19503125,4.34696022,2.38886035,8.76119891,11.60656624,
2010-08-13,9.79146532,2.32683024,2.79361299,5.06949678,6.29415175,4.4526861,2.38886035,8.96473257,11.71389248,
2010-08-16,9.89056922,2.3484608,2.79361299,5.39560476,6.3833602,4.54214646,2.43707588,9.1590147,12.15469668,
2010-08-17,10.19779131,2.51532512,2.83033884,5.46972021,6.53204095,4.54214646,2.44145911,9.40880601,12.20069364,
2010-08-18,10.05904585,2.5956672,2.79850977,5.38078167,6.41309635,4.4933499,2.44584234,9.27003306,12.18152824,
2010-08-19,10.31671599,2.5802168,2.75199036,5.3857227,6.45274455,4.42422144,2.47652495,9.25153,12.35784992,
2010-08-20,9.96985234,2.7501712,2.64670959,5.30666622,6.2247674,4.20057054,2.43707588,8.8814688,11.76372252,
2010-08-23,9.95003156,2.78416208,2.67364188,5.30666622,6.2644156,4.29409728,2.43269265,8.89997186,11.68706092,
2010-08-24,10.3068056,2.75944144,2.693229,5.37089961,6.4428325,4.30223004,2.42392619,8.9739841,11.7675556,
2010-08-25,10.07886663,2.68527952,2.5708095,5.36101755,6.5816012,4.0867119,2.3669442,9.12200858,11.39191376,
2010-08-26,10.16806014,2.71309024,2.59774179,5.44995609,6.541953,4.08264552,2.3669442,9.44581213,11.4800746,
2010-08-27,10.25725365,2.69145968,2.62712247,5.44007403,6.59151325,4.07451276,2.37571066,9.75111262,11.47240844,
2010-08-30,10.35635755,2.74090096,2.72260968,5.60806905,6.6608976,4.22496882,2.38886035,9.84362792,11.79055408,
2010-08-31,10.09868741,2.6883696,2.75199036,5.56854081,6.7203699,4.15990674,2.36256097,9.76961568,11.5759016,
2010-09-01,10.75277315,2.71618032,2.6687451,5.3363124,6.6212494,4.1070438,2.36256097,9.41805754,11.5759016,
2010-09-02,11.21856148,2.75635136,2.82299367,5.37089961,6.7600181,4.1680395,2.3669442,9.60308814,11.64873012,
2010-09-03,11.1987407,2.69763984,2.88175503,5.57842287,6.96817115,4.2087033,2.34941128,9.46431519,11.38041452,
2010-09-06,11.43659006,2.81815296,2.85237435,5.73653583,6.94834705,4.30629642,2.38886035,9.69560344,12.51883928,
2010-09-07,11.41676928,2.78725216,2.85971952,5.74147686,6.94834705,4.37542488,2.38009389,9.59383661,12.36551608,
2010-09-08,11.36721733,2.74090096,2.97479385,5.66242038,7.0970278,4.44861972,2.33187836,9.76036415,12.28885448,
2010-09-09,11.28793421,2.79034224,2.92827444,5.66242038,6.84922655,4.37542488,2.28804606,9.96389781,12.42684536,
2010-09-10,11.37712772,2.87068432,3.0360036,5.7810051,6.90869885,4.3916904,2.28804606,9.76961568,12.265856,
2010-09-13,11.54560435,2.81506288,3.11924886,5.96382321,7.06729165,4.48928352,2.27489637,9.88988557,12.60316704,
2010-09-14,11.65461864,2.79034224,3.08007462,5.87488467,7.0177314,4.57874388,2.27489637,10.2691983,12.69899404,
2010-09-15,11.64470825,2.67600928,2.97969063,5.78594613,6.80957835,4.42422144,2.2354473,9.88988557,12.31568604,
2010-09-16,11.62488747,2.52150528,2.83768401,5.91935394,6.6014253,4.34696022,2.19599823,9.54757896,12.84465108,
2010-09-17,11.72399137,2.49987472,2.84502918,6.15158235,6.6212494,4.4120223,2.191615,9.54757896,12.4000138,
2010-09-20,11.60506669,2.52150528,2.86951308,6.28499016,6.5023048,4.27783176,2.191615,9.23302694,12.02053888,
2010-09-21,10.98071212,2.53695568,2.87930664,6.22075677,6.5816012,4.27783176,2.19599823,9.29778765,12.02437196,
2010-09-27,10.98071212,2.59875728,2.96989707,6.22075677,6.8194904,4.38355764,2.19599823,9.51057284,12.0933674,
2010-09-28,11.0996368,2.56167632,2.88665181,6.40851591,7.50342185,4.23310158,2.17846531,9.64934579,11.7292248,
2010-09-29,11.15909914,2.49987472,2.77647426,6.68521359,7.2556206,4.24530072,2.19599823,9.79737027,11.69856016,
2010-09-30,11.21856148,2.52459536,2.81075172,6.71485977,7.1565001,4.39575678,2.2354473,9.84362792,11.96687576,
2010-10-08,12.2888836,2.5956672,2.87685825,6.86309067,7.36465315,4.73326632,2.28366283,9.98240087,13.00947352,
2010-10-11,12.42762906,2.7192704,2.9870358,6.53698269,7.26553265,4.66413786,2.33626159,10.28770136,14.30888764,
2010-10-12,12.883507,2.73163072,3.08007462,6.71485977,7.2357965,4.72106718,2.3231119,10.00090393,15.33998616,
2010-10-13,12.6852992,2.74399104,3.1339392,6.74944698,7.22588445,4.79019564,2.3669442,10.30620442,15.523974,
2010-10-14,12.6852992,2.66364896,2.97234546,6.17134647,6.938435,4.54214646,2.38886035,10.01015546,17.0763714,
2010-10-15,13.10153558,2.73781088,3.26860065,6.30475428,6.69063375,4.59094302,2.49405787,10.3617136,18.3604532,
2010-10-18,13.51777196,2.66673904,3.44978151,6.33934149,6.7996663,4.59094302,2.5422734,10.01015546,18.57893876,
2010-10-19,14.52863174,2.7347208,3.46202346,6.66544947,6.88887475,4.76986374,2.55103986,10.53749267,18.52910872,
2010-10-20,15.5593123,2.66673904,3.71175924,6.72968286,6.8789627,4.60720854,2.5422734,10.71327174,20.38048636,
2010-10-21,15.34128372,2.626568,3.75583026,6.72968286,6.7798422,4.99758102,2.47214172,11.32387272,21.06660768,
2010-10-22,16.31250194,2.68527952,3.68727534,6.6209802,6.92852295,4.88372238,2.44584234,11.07408141,20.31149092,
2010-10-25,16.83775261,2.73163072,3.71665602,6.92732406,7.06729165,5.0423112,2.48090818,11.2868666,22.34302332,
2010-10-26,16.26294999,2.76253152,3.89783688,7.07061393,7.06729165,5.11550604,2.47652495,11.35162731,21.86388832,
2010-10-27,16.27286038,2.80270256,3.70196568,7.07061393,6.98799525,4.89185514,2.44145911,10.79653551,20.95161528,
2010-10-28,16.42151623,2.74399104,3.64075593,6.91250097,6.88887475,4.91625342,2.44145911,10.58375032,21.465248,
2010-10-29,16.63954481,2.72854064,3.68237856,7.40660397,6.9186109,4.95691722,2.39324358,10.55599573,20.28465936,
2010-11-01,16.9467669,2.83669344,3.77786577,7.84635564,7.0177314,5.05044396,2.41954296,10.63000797,21.0627746,
2010-11-02,18.52251891,2.8428736,3.86600781,7.78212225,7.1961483,4.9406517,2.39762681,10.34321054,21.5802404,
2010-11-03,18.10628253,2.76253152,3.85131747,7.43625015,7.08711575,4.9609836,2.46337526,10.38021666,21.8677214,
2010-11-04,18.71081632,2.79034224,3.9908757,7.62895032,7.334917,5.27409486,2.47214172,10.46348043,22.3660218,
2010-11-05,19.47391635,2.89231488,3.96884019,7.82165049,7.3745652,5.45301558,2.48967464,10.57449879,22.92565148,
2010-11-08,19.53337869,2.9046752,4.14267588,8.19716877,7.5133339,5.489613,2.51597402,10.96306305,22.99848,
2010-11-09,18.10628253,2.85214384,4.55645379,8.53315881,7.4340375,5.489613,2.48090818,10.81503857,22.32385792,
2010-11-10,17.88825395,2.9046752,4.57604091,8.65668456,7.54307005,5.35135608,2.42830942,10.52824114,22.30469252,
2010-11-11,17.71977732,2.85214384,4.46341497,8.399751,7.34482905,5.3066259,2.4546088,10.38946819,22.3468564,
2010-11-12,17.00622924,2.5956672,4.22836953,7.89082491,6.73028195,4.82679306,2.33187836,9.39955448,20.11600384,
2010-11-15,18.25493838,2.70382,4.651941,8.48868954,6.8987868,4.8593241,2.34941128,9.57533355,19.54487492,
2010-11-16,17.97744746,2.55858624,4.59562803,7.905648,6.7203699,4.63973958,2.27051314,8.96473257,18.35278704,
2010-11-17,16.47106818,2.57403664,4.13533071,7.48566045,6.6410735,4.53808008,2.26174668,8.85371421,18.1879646,
2010-11-18,16.847663,2.61420768,3.98353053,7.6091862,6.6608976,4.66413786,2.2792796,8.95548104,18.3796186,
2010-11-19,16.79811105,2.78725216,4.19164368,7.81670946,6.7996663,4.70480166,2.27489637,9.04799634,18.9545806,
2010-11-22,16.85757339,2.85523392,4.17695334,8.03411478,6.8591386,4.66007148,2.23106407,9.27928459,18.44478096,
2010-11-23,17.09542275,2.89540496,4.11574359,7.70306577,6.740194,4.50554904,2.21791438,9.38105142,17.69733036,
2010-11-24,17.74950849,2.9819272,4.38996327,7.82659152,6.8591386,4.64787234,2.24421376,9.45506366,18.61343648,
2010-11-25,17.38282406,2.95411648,4.36792776,8.15764053,6.9979073,4.81052754,2.26612991,9.44581213,18.877919,
2010-11-26,18.09637214,2.88613472,4.41689556,7.94517624,6.94834705,4.72513356,2.24859699,9.22377541,18.50611024,
2010-11-29,17.82879161,3.02518832,4.40465361,8.0538789,7.0772037,5.19683364,2.24859699,9.05724787,17.9579798,
2010-11-30,16.1539357,2.99119744,4.07901774,7.79694534,6.75010605,5.71733028,2.22229761,8.65018055,17.2871908,
2010-12-01,15.49984996,3.09626016,3.98353053,7.73271195,6.75010605,5.80679064,2.22229761,8.63167749,17.26419232,
2010-12-02,15.71787854,3.04063872,3.96394341,7.80188637,6.740194,5.68073286,2.2354473,8.67793514,17.47501172,
2010-12-03,15.45029801,3.01900816,3.86111103,7.55483487,6.7600181,5.34322332,2.2354473,8.68718667,17.45584632,
2010-12-06,14.74666032,2.90776528,3.79010772,7.49554251,6.6212494,5.31475866,2.24859699,8.52991066,19.19989772,
2010-12-07,14.865585,2.91394544,3.97373697,7.6585965,6.82940245,5.3879535,2.24859699,8.56691678,20.04317532,
2010-12-08,14.59800447,2.87686448,3.97373697,7.51530663,6.76993015,5.27002848,2.22229761,8.65018055,20.12367,
2010-12-09,14.15203692,2.86759424,3.88804332,7.48566045,6.6014253,5.02604568,2.20914792,9.39955448,19.64070192,
2010-12-10,14.30069277,2.89540496,3.93456273,7.68824268,6.63116145,5.11550604,2.22668084,9.30703918,20.16583388,
2010-12-13,14.74666032,2.97883712,4.04718867,7.97976345,6.76993015,5.23343106,2.25736345,9.36254836,20.96311452,
2010-12-14,14.98450968,2.94793632,4.07412096,8.05881993,6.82940245,5.20903278,2.24421376,9.63084273,20.71396432,
2010-12-15,14.58809408,3.00355776,4.01046282,7.94517624,6.90869885,5.2659621,2.24421376,9.63084273,20.64880196,
2010-12-16,14.60791486,2.98810736,3.98842731,7.92047109,6.8789627,5.20090002,2.23106407,9.63084273,20.0470084,
2010-12-17,14.77639149,2.93866608,4.04474028,8.11811229,6.92852295,5.07890862,2.22668084,9.63084273,19.92434984,
2010-12-20,14.84576422,2.84596368,3.92721756,8.41457409,6.71045785,4.96504998,2.20476469,9.64009426,19.13473536,
2010-12-21,15.25209021,2.91703552,3.96394341,8.62703838,6.9582591,5.17243536,2.24421376,9.6215912,20.62963656,
2010-12-22,15.27191099,3.02518832,3.89538849,8.61715632,7.14658805,5.0626431,2.21791438,9.3440453,19.92434984,
2010-12-23,14.85567461,3.05299904,3.79745289,8.23175598,7.334917,5.08704138,2.23106407,9.03874481,19.9895122,
2010-12-24,13.95382912,2.935576,3.79745289,7.93035315,7.2357965,4.94878446,2.2354473,8.81670809,20.027843,
2010-12-27,13.85472522,2.8274232,3.5501655,7.74259401,7.2556206,4.74139908,2.21791438,8.56691678,20.3728202,
2010-12-28,14.5682733,2.79034224,3.42529761,7.5597759,7.68183875,4.65193872,2.21353115,9.14976317,19.61770344,
2010-12-29,14.68719798,2.85214384,3.55506228,7.71788886,7.14658805,4.70480166,2.20038146,9.13126011,19.17306616,
2010-12-30,14.89531617,2.86759424,3.49140414,7.77718122,6.84922655,4.66413786,2.19599823,8.90922339,19.357054,
2010-12-31,15.13316553,2.92939584,3.55995906,7.95999933,6.90869885,4.76986374,2.20038146,8.90922339,20.36898712,
2011-01-04,15.35119411,2.97574704,3.62606559,8.03411478,7.1565001,4.879656,2.22229761,8.90922339,20.9477822,
2011-01-05,15.3611045,2.98810736,3.72400119,8.07364302,7.2754447,4.8593241,2.20914792,8.90922339,20.4878126,
2011-01-06,15.42056684,2.9819272,3.68482695,8.07364302,7.08711575,4.87558962,2.20476469,9.54757896,20.49931184,
2011-01-07,15.52958113,2.92630576,3.90028527,7.89576594,7.46377365,4.8999879,2.20476469,9.26078153,20.602805,
2011-01-10,14.74666032,3.00664784,3.70686246,7.52024766,7.58271825,4.7170008,2.22668084,8.8814688,19.55254108,
2011-01-11,14.23132004,2.93866608,3.7460367,7.34237058,7.60254235,4.68040338,2.24421376,8.71494126,19.65220116,
2011-01-12,14.38988628,2.9510264,3.6970689,7.87106079,7.4142134,4.68853614,2.25736345,8.77970197,19.61387036,
2011-01-13,14.25114082,3.03445856,3.70196568,7.71788886,7.58271825,4.65193872,2.25298022,8.70568973,19.19989772,
2011-01-14,13.95382912,3.05608912,3.55751067,7.67341959,7.72148695,4.49741628,2.2354473,8.43739536,18.02697524,
2011-01-17,13.35920572,2.9046752,3.40081371,7.34237058,7.12676395,4.25749986,2.19599823,7.9563158,16.77355808,
2011-01-18,13.16099792,2.90776528,3.43998795,7.28801925,7.84043155,4.2900309,2.18723177,7.78978826,17.15686608,
2011-01-19,13.4781304,3.0591792,3.56240745,7.67341959,8.11796895,4.38355764,2.19599823,8.15059793,17.58617104,
2011-01-20,13.24028104,3.07153952,3.4522299,7.65365547,8.0684087,4.17210588,2.16531562,7.93781274,16.74289344,
2011-01-21,13.24028104,3.167332,3.55506228,7.68824268,7.8106954,4.1883714,2.191615,7.99332192,17.18753072,
2011-01-24,13.11144597,3.13952128,3.45712668,7.62400929,8.13779305,4.13144208,2.17846531,7.87305203,16.48607708,
2011-01-25,12.91323817,2.99428752,3.50609448,7.44613221,7.36465315,4.19243778,2.17846531,7.70652449,15.9839436,
2011-01-26,12.94296934,3.0437288,3.58199457,7.55483487,7.42412545,4.26563262,2.18723177,7.82679438,16.29059,
2011-01-27,13.22046026,3.05299904,3.68482695,7.54989384,7.4340375,4.34289384,2.19599823,7.91005815,17.24119384,
2011-01-28,13.28983299,3.05608912,3.74113992,7.6585965,8.17744125,4.38762402,2.18723177,7.91930968,17.06870524,
2011-01-31,13.17090831,3.30329552,3.72889797,7.75247607,8.45497865,4.44048696,2.20476469,8.00257345,17.0763714,
2011-02-01,13.0817148,3.2909352,3.70686246,8.02917375,8.29638585,4.37949126,2.22229761,8.08583722,17.440514,
2011-02-09,12.94296934,3.34037648,3.672585,7.95999933,8.4648907,4.31442918,2.20476469,7.96556733,16.63173412,
2011-02-10,13.39884728,3.4454392,3.81214323,8.3009304,9.30741495,4.66007148,2.24421376,8.27086782,16.9422136,
2011-02-11,14.36015511,3.38672768,3.83417874,8.399751,9.02987755,4.66413786,2.23983053,8.29862241,17.03420752,
2011-02-14,15.27191099,3.38672768,3.88314654,8.6468025,9.04970165,4.76579736,2.28804606,8.47440148,18.73609504,
2011-02-15,15.09352397,3.38672768,3.85131747,8.50845366,9.08934985,4.74546546,2.27051314,8.75194738,18.7629266,
2011-02-16,15.42056684,3.38672768,3.917424,8.67644868,9.0794378,4.95691722,2.25298022,8.84446268,18.686265,
2011-02-17,16.32241233,3.38672768,3.86600781,8.55786396,9.0199655,4.98944826,2.25736345,9.02949328,18.17646536,
2011-02-18,15.76743049,3.38672768,3.88559493,8.31575349,8.6234835,4.85119134,2.25736345,8.7889535,17.919649,
2011-02-21,15.66832659,3.38672768,4.00556604,9.14584653,8.83163655,5.05857672,2.27051314,8.93697798,18.1687992,
2011-02-22,14.98450968,3.34964672,3.83907552,8.90373606,8.4450666,5.0219793,2.2354473,8.98323563,17.2105292,
2011-02-23,15.12325514,3.29711536,3.84642069,9.38301597,8.5441871,5.05044396,2.2354473,9.88063404,17.1721984,
2011-02-24,15.35119411,3.24149392,3.91497561,9.37313391,9.0596137,5.07484224,2.23106407,9.98240087,17.80082352,
2011-02-25,15.19262787,3.27239472,3.86600781,9.2891364,8.920845,5.04637758,2.23106407,9.6215912,17.35618624,
2011-02-28,15.33137333,3.21677328,3.86600781,9.36819288,9.0199655,4.9813155,2.23983053,9.95464628,17.08020448,
2011-03-01,15.62868503,3.28475504,3.67013661,9.04702593,9.317327,5.05451034,2.25736345,9.76961568,16.865552,
2011-03-02,15.9557279,3.20132288,3.54771711,8.88397194,9.4759198,4.9406517,2.2792796,10.32470748,16.55507252,
2011-03-03,16.73864871,3.14570144,3.50364609,8.54304087,9.0794378,4.82679306,2.31872867,9.93614322,16.7505596,
2011-03-04,16.6494552,3.16424192,3.49874931,8.83950267,9.0992619,4.93658532,2.34502805,9.9916524,16.93071436,
2011-03-07,16.54044091,3.23840384,3.5256816,8.65174353,9.12899805,5.1439707,2.37571066,9.88063404,17.7663258,
2011-03-08,16.27286038,3.20750304,3.5501655,8.73574104,9.0397896,5.16023622,2.36256097,9.95464628,17.52100868,
2011-03-09,17.09542275,3.2600344,3.52812999,8.91361812,8.85146065,5.1643026,2.37132743,9.72335803,17.51334252,
2011-03-10,17.08551236,3.16115184,3.5501655,8.6962128,8.9010209,4.99351464,2.30996221,9.57533355,16.83488736,
2011-03-11,16.7485591,3.10862048,3.49385253,8.5973922,8.7622522,4.92438618,2.29681252,9.58458508,16.71989496,
2011-03-14,16.81793183,3.14879152,3.55261389,8.91361812,8.61357145,5.0016474,2.30996221,9.76036415,16.52440788,
2011-03-15,16.27286038,3.17969232,3.45467829,8.6962128,8.93075705,4.84712496,2.2792796,9.7141065,15.89961584,
2011-03-16,15.98545907,3.18896256,3.48161058,8.76538722,9.10917395,4.91625342,2.29242929,9.75111262,16.13343372,
2011-03-17,15.53949152,3.14879152,3.38612337,8.61221529,8.6829558,4.80239478,2.26174668,9.4365606,15.5623048,
2011-03-18,15.94581751,3.13952128,3.38612337,8.61715632,8.65321965,4.76173098,2.26612991,9.51057284,16.11426832,
2011-03-21,16.04492141,3.10244032,3.38367498,8.61715632,8.69286785,4.676337,2.26174668,9.47356672,15.70029568,
2011-03-22,15.7575201,3.04681888,3.32001684,8.65174353,8.53427505,4.64380596,2.31434544,9.50132131,15.7731242,
2011-03-23,16.02510063,3.09008,3.37143303,8.95808739,8.5441871,4.76579736,2.32749513,9.51057284,16.04527288,
2011-03-24,16.0548318,3.08698992,3.40571049,8.93832327,8.63339555,4.6966689,2.31872867,9.54757896,15.76929112,
2011-03-25,16.43142662,3.11480064,3.40815888,9.34842876,8.63339555,4.86745686,2.35379451,9.56608202,15.85361888,
2011-03-28,16.0548318,3.07153952,3.34450074,9.32866464,8.4847148,4.75359822,2.41515973,9.85287945,15.88428352,
2011-03-29,15.27191099,3.14879152,3.27349743,9.08161314,8.79198835,4.6356732,2.46775849,9.75111262,15.3706508,
2011-03-30,15.00433046,3.13334112,3.22208124,9.23478507,8.8811968,4.59907578,2.47652495,9.39955448,14.74202568,
2011-03-31,14.98450968,3.03754864,3.22697802,9.0420849,8.4450666,4.55841198,2.45022557,9.09425399,14.76885724,
2011-04-01,15.76743049,3.0282784,3.44243634,9.16561065,8.5441871,4.6356732,2.54665663,9.24227847,14.84551884,
2011-04-06,15.63859542,2.99428752,3.41795244,8.80985649,8.6234835,4.55027922,2.60363862,9.30703918,15.50864168,
2011-04-07,15.62868503,3.02209824,3.44978151,8.81973855,8.6433076,4.61127492,2.60363862,9.16826623,15.1023352,
2011-04-08,15.73769932,3.1055304,3.4522299,8.68633074,8.73251605,4.79426202,2.59925539,9.24227847,15.3514854,
2011-04-11,15.67823698,3.16424192,3.39102015,8.71103589,8.8019004,4.6966689,2.59487216,9.17751776,15.09466904,
2011-04-12,16.00527985,3.17969232,3.38857176,8.67644868,8.87128475,4.80646116,2.56418955,9.13126011,14.97967664,
2011-04-13,15.82689283,3.13334112,3.41795244,8.72091795,8.91093295,4.82272668,2.62117154,9.0664994,15.49714244,
2011-04-14,15.50976035,3.11789072,3.42040083,8.75550516,8.722604,4.82272668,2.63870446,8.91847492,15.22882684,
2011-04-15,15.44038762,3.2136832,3.42284922,8.72091795,8.6433076,4.97318274,2.6737703,9.00173869,15.27099072,
2011-04-18,15.79716166,3.18896256,3.39836532,8.63692044,8.6631317,4.99758102,2.66500384,8.89997186,15.0065082,
2011-04-19,15.38092528,3.2600344,3.31267167,8.38492791,8.17744125,4.74139908,2.60363862,8.5114076,14.53503936,
2011-04-20,15.71787854,3.23840384,3.38612337,8.27128422,8.19726535,4.73326632,2.59048893,8.65018055,14.56187092,
2011-04-21,15.73769932,3.1827824,3.42529761,8.29104834,8.1477051,4.70480166,2.62117154,8.72419279,14.83785268,
2011-04-22,16.56026169,3.23531376,3.39836532,8.5973922,8.19726535,4.7170008,2.63432123,8.61317443,14.65386484,
2011-04-25,16.23321882,3.25385424,3.32001684,8.48868954,7.9494641,4.54214646,2.63432123,8.31712547,14.35871768,
2011-04-26,15.5593123,3.15497168,3.2563587,8.47386645,7.68183875,4.5543456,2.66938707,8.40964077,14.20922756,
2011-04-27,15.11334475,3.03136848,3.24411675,8.61715632,7.6719267,4.50148266,2.71321937,8.2338617,14.20922756,
2011-04-28,13.98356029,2.935576,2.99682936,8.11317126,7.5529821,4.33882746,2.70445291,7.8638005,13.41578,
2011-04-29,13.86463561,3.08698992,3.04824555,8.31575349,7.68183875,4.33882746,2.69568645,8.13209487,13.4924416,
2011-05-03,14.06284341,3.08698992,3.06293589,8.40963306,7.78095925,4.45675248,2.70883614,8.13209487,13.36978304,
2011-05-04,13.874546,3.08698992,3.01396809,7.90070697,7.4736857,4.32256194,2.70883614,8.13209487,12.7641564,
2011-05-05,13.89436678,3.08698992,3.03845199,8.03411478,7.48359775,4.33476108,2.64308769,8.13209487,12.79482104,
2011-05-06,14.01329146,3.08698992,3.03845199,8.13787641,7.54307005,4.35509298,2.56857278,8.13209487,12.83315184,
2011-05-09,13.91418756,3.08698992,3.07517784,8.09340714,7.60254235,4.36322574,2.55103986,8.13209487,12.96347656,
2011-05-10,14.12230575,3.30020544,3.07028106,8.0538789,7.72148695,4.46895162,2.59925539,8.13209487,13.09763436,
2011-05-11,14.865585,3.3681872,3.04579716,8.22187392,7.68183875,4.42422144,2.59048893,8.13209487,12.95964348,
2011-05-12,14.80612266,3.41144832,2.98458741,8.4985716,7.68183875,4.33476108,2.58172247,8.13209487,12.56100316,
2011-05-13,14.51872135,3.43307888,2.98458741,8.57268705,7.84043155,4.3713585,2.59925539,8.13209487,13.03630508,
2011-05-16,14.51872135,3.33110624,3.03845199,8.68201349,7.82060745,4.30223004,2.54665663,8.13209487,13.03630508,
2011-05-17,14.12230575,3.23840384,3.00417453,8.75655854,7.6521026,4.29409728,2.56857278,8.13209487,12.96347656,
2011-05-18,14.02320185,3.25694432,3.03355521,8.68698316,7.74131105,4.31442918,2.63870446,8.13209487,12.89448112,
2011-05-19,14.12230575,3.1518816,3.0115197,8.50807504,7.74131105,4.33476108,2.64747092,8.13209487,12.78715488,
2011-05-20,13.46822001,3.06535936,3.04090038,8.20492517,7.6322785,4.3713585,2.65623738,8.13209487,12.83698492,
2011-05-23,12.7844031,3.03754864,2.93317122,8.09062276,7.20606035,4.19243778,2.5861057,8.13209487,12.2083598,
2011-05-24,12.43753945,3.0437288,2.95765512,8.11050144,7.10693985,4.19243778,2.59487216,8.13209487,12.00520656,
2011-05-25,12.70511998,2.86759424,2.87440986,8.02601705,7.0970278,4.1273757,2.54665663,8.13209487,12.07803508,
2011-05-26,12.91323817,2.82433312,2.79850977,7.82723025,7.1565001,4.06638,2.54665663,8.13209487,12.69899404,
2011-05-27,12.89341739,2.7965224,2.72260968,7.82723025,7.06729165,3.96878688,2.59048893,8.13209487,12.60700012,
2011-05-30,12.90332778,2.77798192,2.70302256,7.77256388,6.6608976,3.91185756,2.59487216,8.13209487,12.45751,
2011-05-31,12.97270051,2.81506288,2.76423231,7.75765487,6.8393145,3.9850524,2.65623738,8.13209487,13.2049606,
2011-06-01,12.96279012,2.8274232,2.78381943,8.11547111,6.9582591,3.99318516,2.62117154,8.13209487,13.09380128,
2011-06-02,13.32947455,2.71309024,2.74464519,7.95644167,6.86905065,3.87932652,2.51597402,8.13209487,12.8791488,
